Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalHalfBath,TotalFullBath,TotalFinSF,AbvGrndRoomSize,YrSold_Garage_Difference,hasDeck,hasOpenPorch,hasEnlosedPorch,hasX3SsnPorch,hasScreenPorch,hasPool,hasFence,Set
526,1-Story (Newer),Floating,62,8.9226583,Reg,Lvl,Inside,Gtl,Somerst,Normal,1Fam,1-story,7,5,0.693147181,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,1,1,0,1,0,7.137278437,7.137278437,GasA,4,Y,SBrkr,7.14440718,0,0,7.143617603,0,0,2,0,3,1,4,6,Typ,1,3,5,2005,5,2,6.118097198,3,3,Y,3.663561646,4.976733742,0,0,0,4,2006,Warranty Deed,Normal,176000,0,2,7.143617603,211,0.693147181,Yes,Yes,No,No,No,0,0,Train
527,1-Story (Newer),Low Density,70,9.495519314,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.951243719,0,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,4,3,1,3,5.934894196,1,0,6.313548046,6.834108739,GasA,2,Y,SBrkr,6.834108739,0,0,6.833031733,0,0,1,0,2,1,3,4,Typ,0,0,5,1956,5,1,5.533389489,3,3,Y,5.568344504,0,5.056245805,0,0,6,2007,Warranty Deed,Normal,132000,0,1,7.17395832,232,3.951243719,Yes,No,Yes,No,No,0,0,Train
528,2-story (Newer),Low Density,67,9.612332791,IR1,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,2-story,9,5,0,1,Hip,Shingle,Synthetic,Synthetic,Stone,5.59471138,4,2,PConc,5,3,3,6,7.193685818,1,0,4.812184355,7.281385664,GasA,4,Y,SBrkr,7.297768283,7.121252453,0,7.905810313,1,0,2,1,3,1,5,11,Typ,1,4,5,2008,5,3,6.755768922,3,3,Y,4.844187086,4.204692619,0,0,0,11,2008,New Home,Partial,446261,1,3,8.30474227,246.6363636,0,Yes,Yes,No,No,No,0,0,Train
529,1-Story (Older),Low Density,58,9.115809888,IR1,Lvl,Inside,Gtl,Edwards,Normal,1Fam,1-story,4,7,4.477336814,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,3,3,2,5,5.855071922,1,0,5.198497031,6.270988432,GasA,4,Y,SBrkr,6.406879986,0,0,6.405228458,1,0,1,0,2,1,3,5,Typ,0,0,0,0,0,0,0,0,0,N,0,0,4.976733742,0,0,7,2007,Warranty Deed,Normal,86000,0,2,6.859614904,121,7.604894481,No,No,Yes,No,No,0,0,Train
530,1-Story (Newer),Low Density,107.6,10.39415128,IR1,Lvl,CulDSac,Gtl,Crawfor,Normal,1Fam,1-story,6,3,3.931825633,0,Hip,Shingle,Stucco,Stone,Stone,0,3,2,PConc,3,3,1,3,7.106606138,1,0,6.705639095,7.618742378,GasA,2,Y,SBrkr,7.830425618,0,0,7.830028083,1,0,3,0,4,2,3,9,Maj1,2,3,5,1975,5,2,6.184148891,3,3,Y,0,0,5.303304908,0,0,3,2007,Warranty Deed,Alloca,200624,0,4,8.225235324,279.4444444,3.496507561,No,No,Yes,No,No,0,0,Train
531,Split,Low Density,85,9.230142999,Reg,Lvl,Inside,Gtl,Timber,Normal,1Fam,Split,6,5,3.044522438,0,Gable,Shingle,Ply,Ply,Stone,5.393627546,3,2,CBlock,4,3,3,6,6.66440902,1,0,6.520621128,7.28756064,GasA,4,Y,SBrkr,7.31986493,0,0,7.319202459,1,0,2,0,3,1,4,5,Typ,1,2,5,1988,5,2,6.398594935,3,3,Y,5.416100402,0,0,0,0,8,2008,Warranty Deed,Abnorml,175000,0,3,7.737180078,301.8,3.044522438,Yes,No,No,No,No,0,0,Train
532,2-story (Older),Medium-High Density,60,8.725020039,IR1,Lvl,FR3,Gtl,BrkSide,Near Railroad,1Fam,2-story,6,8,4.48863637,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,2,2,2,1,0,1,0,6.416732283,6.416732283,GasA,4,Y,SBrkr,6.622736324,6.416732283,0,7.216709487,0,0,2,0,3,1,3,6,Typ,0,0,5,1920,5,2,6.22059017,3,2,Y,0,0,4.442651256,0,0,6,2008,Warranty Deed,Normal,128000,0,2,7.216709487,227,4.48863637,No,No,Yes,No,No,0,0,Train
533,1-Story (Newer),Low Density,60,8.881836305,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,4.025351691,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,6.719013154,0,0,6.717804695,0,0,1,0,2,1,3,5,Mod,1,1,5,1967,5,1,5.973809612,3,3,Y,0,0,0,0,0,4,2010,Warranty Deed,Normal,107500,0,1,6.717804695,165.4,3.784189634,No,No,No,No,No,0,0,Train
534,1-Story (Newer),Low Density,50,8.517193191,Reg,Low,Inside,Mod,BrkSide,Normal,1Fam,1-story,1,3,4.127134385,0,Gable,Shingle,Synthetic,Synthetic,None,0,1,1,Slab,0,0,0,0,0,0,0,0,0,GasA,1,N,FuseF,5.814130532,0,0,5.811140993,0,0,1,0,1,1,2,2,Typ,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,1,2007,Warranty Deed,Normal,39300,0,1,5.811140993,167,7.604894481,No,No,No,No,No,0,0,Train
535,2-story (Newer),Low Density,74,9.1111828,IR1,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,2-story,8,5,1.098612289,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,5,4,3,1,0,1,0,6.562444094,6.562444094,GasA,4,Y,SBrkr,6.562444094,6.562444094,0,7.254177846,0,0,2,1,3,1,4,6,Typ,1,4,5,2004,5,2,6.001414878,3,3,Y,4.615120517,3.583518938,0,0,0,10,2006,Warranty Deed,Normal,178000,1,2,7.254177846,235.6666667,1.098612289,Yes,Yes,No,No,No,0,0,Train
536,Projects,Low Density,70,8.853665428,Reg,Lvl,Inside,Gtl,Edwards,Normal,2fmCon,2-story,5,7,4.59511985,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,4,3,4,6,6.877296071,1,0,5.003946306,7.019296654,GasA,2,Y,SBrkr,6.710523109,6.269096284,0,7.205635176,1,0,1,0,3,1,3,5,Typ,0,0,0,0,0,0,0,0,0,N,4.454347296,0,5.003946306,0,0,1,2008,Warranty Deed,Normal,107500,0,2,7.747596839,269.4,7.605392365,Yes,No,Yes,No,No,0,0,Train
537,2-story (Newer),Low Density,57,9.096499556,IR1,Lvl,CulDSac,Gtl,CollgCr,Normal,1Fam,2-story,7,5,2.397895273,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,PConc,4,3,3,1,0,1,0,6.781057626,6.781057626,GasA,4,Y,SBrkr,6.781057626,6.739336627,0,7.452402451,0,0,2,1,3,1,4,8,Typ,0,0,5,1998,5,2,6.269096284,3,3,Y,4.795790546,5.049856007,0,0,0,7,2008,Warranty Deed,Normal,188000,1,2,7.452402451,215.5,2.397895273,Yes,Yes,No,No,No,0,0,Train
538,1-Story (Newer),Low Density,84.4,9.452109387,IR1,Lvl,FR2,Gtl,NAmes,Normal,1Fam,1-story,4,5,3.610917913,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,4,6.398594935,1,0,5.579729826,6.762729507,GasA,2,Y,SBrkr,6.762729507,0,0,6.761572769,0,0,1,0,3,1,3,5,Typ,0,0,5,1980,5,2,6.357842267,3,3,Y,5.379897354,0,0,0,0,4,2008,CourtDeed_Estate,Normal,111250,0,1,7.288927695,172.8,3.36729583,Yes,No,No,No,No,0,1,Train
539,1-Story (Newer),Low Density,68,9.354700422,IR1,Lvl,Inside,Gtl,Sawyer,Normal,1Fam,1-story,5,5,3.663561646,1,Hip,Shingle,Ply,Ply,Stone,5.241747015,2,2,CBlock,3,3,1,4,6.513230111,1,0,5.937536205,6.958448393,GasA,2,Y,SBrkr,7.056175284,0,0,7.055312843,0,0,1,1,3,1,3,7,Typ,1,2,5,1968,5,1,5.82008293,3,3,Y,6.146329258,0,0,0,0,7,2006,Warranty Deed,Normal,158000,1,1,7.513163545,165.5714286,3.663561646,Yes,No,No,No,No,0,0,Train
540,1-Story (Newer),Low Density,88,9.343384146,Reg,Lvl,Inside,Gtl,CollgCr,Normal,1Fam,1-story,8,5,2.302585093,0,Gable,Shingle,Synthetic,Synthetic,Stone,6.173786104,3,2,PConc,4,3,3,6,7.214504414,1,0,5.411646052,7.366445148,GasA,4,Y,SBrkr,7.379008128,0,0,7.378383713,1,0,2,0,3,1,4,6,Typ,1,3,5,2001,5,2,6.508769137,3,3,Y,5.198497031,0,0,0,7.601402335,5,2010,Warranty Deed,Normal,272000,0,3,7.992606652,266.8333333,2.302585093,Yes,No,No,No,No,0,1,Train
541,1-Story (Newer),Low Density,85,9.588845299,Reg,Lvl,Inside,Gtl,Timber,Normal,1Fam,1-story,9,5,1.386294361,1,Hip,Shingle,Synthetic,Synthetic,Stone,6.371611847,4,2,PConc,5,3,3,6,7.139660336,1,0,6.361302478,7.516977225,GasA,4,Y,SBrkr,7.516977225,0,0,7.516433303,1,0,2,0,2,1,5,8,Typ,1,4,5,2006,5,3,6.64118217,3,3,Y,5.602118821,4.234106505,0,0,0,3,2009,Warranty Deed,Normal,315000,0,3,8.038512021,229.75,1.386294361,Yes,Yes,No,No,No,0,0,Train
542,2-story (Newer),Low Density,77.8,9.305650552,Reg,Lvl,FR2,Gtl,NoRidge,Normal,1Fam,2-story,8,5,2.079441542,1,Gable,Shingle,Synthetic,Synthetic,Stone,4.290459441,3,2,PConc,4,3,1,1,0,1,0,6.877296071,6.877296071,GasA,4,Y,SBrkr,6.905753276,7.161622003,0,7.734121303,0,0,2,1,4,1,4,8,Typ,1,3,5,2000,5,3,6.475432717,3,3,Y,0,4.043051268,0,0,0,6,2007,Warranty Deed,Normal,248000,1,2,7.734121303,285.625,2.079441542,No,Yes,No,No,No,0,0,Train
543,1-Story (Newer),Low Density,78,9.224243277,Reg,Lvl,Inside,Gtl,NWAmes,Near Railroad,1Fam,1-story,7,5,2.48490665,0,Hip,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,5,3,1,2,4.976733742,6,7.028201432,5.940171253,7.409136444,GasA,4,Y,SBrkr,7.427144133,0,0,7.426549072,1,0,2,0,3,1,4,7,Maj1,1,3,5,1998,5,2,6.369900983,3,3,Y,4.369447852,4.304065093,0,0,0,6,2009,Warranty Deed,Normal,213250,0,3,7.989899375,240,2.48490665,Yes,Yes,No,No,No,0,0,Train
544,Projects,Medium-High Density,34,8.30844552,Reg,Lvl,Inside,Gtl,NAmes,Normal,TwnhsE,Split,7,5,2.302585093,1,Gable,Shingle,Stucco,Stucco,Stone,5.209486153,2,2,PConc,4,3,3,6,6.371611847,2,4.941642423,0,6.584791392,GasA,4,Y,SBrkr,6.643789733,0,0,6.642486801,1,0,1,0,1,1,3,4,Typ,0,0,5,1998,5,1,5.908082938,3,3,Y,4.795790546,3.713572067,0,0,0,6,2007,Warranty Deed,Normal,133000,0,2,7.306531399,191.75,2.302585093,Yes,Yes,No,No,No,0,0,Train
545,2-story (Newer),Low Density,58,9.747067633,IR1,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,2-story,7,5,0,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,4,3,6,6.318968114,1,0,4.615120517,6.484635236,GasA,4,Y,SBrkr,6.499787041,6.725033642,0,7.310550159,1,0,2,1,3,1,4,7,Typ,1,4,5,2006,5,2,6.056784013,3,3,Y,4.615120517,3.218875825,0,0,0,9,2006,New Home,Partial,179665,1,3,7.625595072,213.7142857,0,Yes,Yes,No,No,No,0,0,Train
546,1-1/2 Story,Low Density,114.2,9.535101443,IR1,Lvl,Corner,Gtl,NWAmes,Normal,1Fam,1-1/2-story,7,5,2.944438979,1,Gable,Shingle,Ply,Ply,Stone,5.187385806,3,3,PConc,4,4,1,6,6.910750788,2,5.313205979,0,7.094234846,GasA,3,Y,SBrkr,7.228388452,6.693323668,0,7.688455357,0,0,2,1,4,1,4,9,Typ,0,0,5,1988,5,3,6.668228248,3,3,Y,0,0,0,0,0,2,2006,Warranty Deed,Normal,229000,1,2,8.127699853,242.5555556,2.944438979,No,No,No,No,No,0,0,Train
547,1-1/2 Story,Low Density,70,9.07532216,IR1,Bnk,Inside,Gtl,BrkSide,Normal,1Fam,1-1/2-story,6,7,4.442651256,0,Gable,Shingle,Brick,Stucco,None,0,2,2,BrkTil,4,3,1,3,5.707110265,1,0,6.64118217,6.971668605,GasA,4,Y,FuseA,6.820016365,6.580639137,0,7.399398083,0,0,1,1,3,1,3,6,Typ,1,4,5,1950,5,2,6.089044875,3,3,Y,0,3.663561646,0,0,0,5,2007,Warranty Deed,Normal,210000,1,1,7.567862605,272.5,4.060443011,No,Yes,No,Yes,No,0,0,Train
548,Split,Low Density,54,8.887928819,Reg,Lvl,Inside,Gtl,Mitchel,Normal,1Fam,Split,5,7,3.63758616,1,Gable,Shingle,Synthetic,Synthetic,None,0,2,3,CBlock,4,3,3,5,6.429719478,1,0,5.010635294,6.64509097,GasA,4,Y,SBrkr,6.64509097,0,0,6.643789733,1,0,1,0,2,1,3,5,Typ,0,0,5,1987,5,2,6.43775165,3,3,Y,4.65396035,0,0,0,0,4,2007,Warranty Deed,Normal,129500,0,2,7.23489842,153.6,3.044522438,Yes,No,No,No,No,0,0,Train
549,1-Story (Newer),Medium-High Density,49,9.016148643,IR1,HLS,Inside,Gtl,OldTown,Near Street,1Fam,1-story,5,7,3.988984047,0,Gable,Shingle,Stucco,Stucco,None,0,2,3,CBlock,3,3,1,2,5.198497031,3,6.470799504,0,6.716594774,GasA,2,Y,SBrkr,6.716594774,0,0,6.715383386,1,0,1,0,2,1,3,4,Typ,0,0,5,1963,5,2,6.580639137,3,3,Y,4.94875989,3.931825633,0,0,0,6,2008,Warranty Deed,Normal,125000,0,2,7.408530567,206.25,3.828641396,Yes,Yes,No,No,No,0,1,Train
550,2-story (Newer),Floating,75,9.145801851,Reg,Lvl,Inside,Gtl,Somerst,Normal,1Fam,2-story,7,5,1.945910149,0,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,1,1,0,1,0,6.816735881,6.816735881,GasA,4,Y,SBrkr,6.816735881,7.075808864,0,7.646831391,0,0,2,1,4,1,4,8,Typ,1,4,5,2003,5,2,6.423246964,3,3,Y,5.209486153,5.209486153,0,0,0,11,2009,Warranty Deed,Normal,263000,1,2,7.646831391,261.75,1.945910149,Yes,Yes,No,No,No,0,0,Train
551,Projects,Low Density,53,8.30474227,Reg,Lvl,Inside,Gtl,NPkVill,Normal,TwnhsE,1-story,6,6,3.465735903,1,Gable,Shingle,Ply,Ply,None,0,2,2,CBlock,4,3,1,5,6.327936784,1,0,6.23636959,6.975413927,GasA,2,Y,SBrkr,6.975413927,0,0,6.974478911,0,0,2,0,2,1,3,4,Typ,0,0,5,1977,5,2,6.089044875,3,3,Y,0,4.025351691,0,5.303304908,0,10,2008,CourtDeed_Estate,Abnorml,140000,0,2,7.395107547,267.25,3.465735903,No,Yes,No,No,Yes,0,0,Train
552,1-Story (Newer),Medium-High Density,50,8.699514748,Reg,Lvl,Inside,Gtl,OldTown,Normal,1Fam,1-story,5,6,3.951243719,1,Hip,Shingle,Brick,Brick,None,0,2,2,CBlock,3,3,1,3,5.733341277,1,0,6.431331082,6.834108739,GasA,3,Y,FuseA,6.834108739,0,0,6.833031733,0,0,1,0,3,1,3,5,Typ,0,0,5,1957,5,1,5.666426688,3,3,Y,0,0,0,0,0,6,2008,Warranty Deed,Normal,112500,0,1,7.119635638,185.6,3.951243719,No,No,No,No,No,0,0,Train
553,1-Story (Newer),Low Density,87,9.318835968,IR1,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,1-story,8,5,1.386294361,1,Gable,Shingle,Synthetic,Synthetic,Stone,5.525452939,3,2,PConc,5,3,3,1,0,1,0,7.444248649,7.444248649,GasA,4,Y,SBrkr,7.448916103,0,0,7.448333861,0,0,2,0,3,1,4,7,Typ,1,4,5,2006,5,3,6.812345094,3,3,Y,5.135798437,3.688879454,0,0,0,7,2009,Warranty Deed,Normal,255500,0,2,7.448333861,245.2857143,1.386294361,Yes,Yes,No,No,No,0,0,Train
554,1-Story (Newer),Low Density,67,9.079889943,Reg,Lvl,Inside,Gtl,Edwards,Near Street,1Fam,1-story,4,5,4.110873864,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,7.027314514,0,0,7.026426809,0,0,2,0,2,1,4,5,Typ,0,0,5,2002,5,2,6.255750042,3,3,N,0,4.574710979,0,0,0,5,2009,Warranty Deed,Normal,108000,0,2,7.026426809,225.2,2.079441542,No,Yes,No,No,No,0,1,Train
555,2-story (Newer),Low Density,85,9.270964994,Reg,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,2-story,7,5,1.791759469,0,Gable,Shingle,Synthetic,Synthetic,Stone,5.680172609,3,2,PConc,4,3,1,6,6.765038977,1,0,4.890349128,6.906754779,GasA,4,Y,SBrkr,6.914730893,6.947937069,0,7.623641947,1,0,2,1,3,1,4,8,Typ,1,4,5,2003,5,3,6.770789424,3,3,Y,5.771441123,4.143134726,0,0,0,8,2008,Warranty Deed,Normal,284000,1,3,7.976595409,255.75,1.791759469,Yes,Yes,No,No,No,0,0,Train
556,1-1/2 Story,Medium-High Density,58,8.760923376,Reg,Lvl,Inside,Gtl,BrkSide,Normal,1Fam,1-1/2-story,5,6,4.442651256,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,3,2,1,1,0,1,0,6.901737207,6.901737207,GasA,2,Y,FuseA,6.955592608,0,0,6.954638865,0,0,1,0,2,1,3,5,Typ,1,4,5,1922,5,1,5.638354669,3,3,Y,0,0,4.762173935,0,0,8,2006,Warranty Deed,Normal,113000,0,1,6.954638865,209.6,4.442651256,No,No,Yes,No,No,0,0,Train
557,1-Story (Newer),Low Density,69,9.605755144,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.912023005,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,6.797940413,1,0,5.288267031,6.996681488,GasA,2,Y,FuseA,6.996681488,0,0,6.995766156,1,0,1,0,2,1,3,6,Typ,1,3,5,1957,5,1,5.703782475,3,3,Y,5.59471138,0,0,4.812184355,0,5,2006,Warranty Deed,Normal,141000,0,2,7.594381243,182,3.912023005,Yes,No,No,No,Yes,0,1,Train
558,1-1/2 Story,Other,60,9.30928032,Reg,Low,Inside,Mod,IDOTRR,Normal,1Fam,1-1/2-story,4,6,4.465908119,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,6.458338283,1,0,0,6.458338283,GasA,3,Y,SBrkr,6.800170068,6.086774727,0,7.197435354,0,0,1,1,3,1,3,7,Typ,0,0,5,1994,5,1,6.34738921,3,3,Y,0,3.871201011,4.795790546,0,0,9,2006,CourtDeed_Estate,Normal,108000,1,1,7.587310506,190.8571429,2.564949357,No,Yes,Yes,No,No,0,0,Train
559,2-story (Newer),Low Density,57,9.992962559,IR2,HLS,FR2,Gtl,Gilbert,Normal,1Fam,2-story,7,5,2.564949357,0,Gable,Shingle,Ply,Ply,None,0,2,2,PConc,4,3,4,6,6.405228458,1,0,4.836281907,6.593044534,GasA,4,Y,SBrkr,6.593044534,6.576469569,0,7.276556403,0,1,2,1,3,1,3,6,Typ,1,3,5,1996,5,2,6.008813185,3,3,Y,5.579729826,3.135494216,0,0,0,8,2008,Warranty Deed,Normal,175000,2,2,7.625595072,241,2.564949357,Yes,Yes,No,No,No,0,0,Train
560,Projects,Low Density,48,8.069655307,Reg,Lvl,Inside,Gtl,Blmngtn,Normal,TwnhsE,1-story,7,5,1.386294361,0,Gable,Shingle,Synthetic,Synthetic,Stone,2.944438979,3,2,PConc,4,3,4,1,0,1,0,7.22620901,7.22620901,GasA,4,Y,SBrkr,7.351158226,0,0,7.350516172,0,0,2,0,2,1,4,7,Typ,1,3,5,2003,5,2,6.042632834,3,3,Y,4.9698133,3.044522438,0,0,0,10,2006,Warranty Deed,Normal,234000,0,2,7.350516172,222.4285714,1.386294361,Yes,Yes,No,No,No,0,0,Train
561,1-Story (Newer),Low Density,86.2,9.336179757,IR1,Lvl,Inside,Gtl,Sawyer,Normal,1Fam,1-story,5,6,3.988984047,0,Hip,Shingle,Stucco,Stucco,Stone,5.198497031,2,2,CBlock,4,3,1,5,7.172424577,1,0,4.510859507,7.239214974,GasA,2,Y,SBrkr,7.239214974,0,0,7.238496841,1,0,1,1,3,1,3,5,Mod,1,4,5,1957,5,2,6.270988432,3,3,Y,0,0,0,4.564348191,0,5,2010,Warranty Deed,Normal,121500,1,2,7.898782357,278.4,3.988984047,No,No,No,No,Yes,0,0,Train
562,1-Story (Newer),Low Density,77,9.211339872,Reg,Lvl,Inside,Mod,Mitchel,Normal,1Fam,1-story,5,5,3.496507561,0,Gable,Shingle,Ply,Ply,None,0,2,2,CBlock,4,3,3,5,6.977281342,2,4.820281566,5.278114659,7.237059026,GasA,3,Y,SBrkr,7.237059026,0,0,7.236339343,1,0,1,0,2,1,3,6,Typ,1,3,5,1975,5,2,6.03787092,3,3,Y,5.484796933,3.663561646,0,0,0,4,2006,Warranty Deed,Normal,170000,0,2,7.856706793,231.5,3.465735903,Yes,Yes,No,No,No,0,0,Train
563,1-Story (Older),Low Density,63,9.540147589,Reg,Lvl,Inside,Gtl,Edwards,Normal,1Fam,1-story,5,6,4.234106505,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,4,5.673323267,1,0,6.561030666,6.90475077,GasA,4,Y,SBrkr,6.90475077,0,0,6.903747258,1,0,1,0,3,1,3,6,Typ,1,4,0,0,0,0,0,0,0,Y,4.976733742,0,0,0,0,7,2008,Warranty Deed,Normal,108000,0,2,7.159291905,166,7.605392365,Yes,No,No,No,No,0,0,Train
564,1-1/2 Story,Low Density,66,9.988747396,Reg,Lvl,Inside,Gtl,Edwards,Normal,1Fam,1-1/2-story,6,7,4.510859507,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,4,3,2,1,0,1,0,7.059617628,7.059617628,GasA,4,Y,SBrkr,7.059617628,6.238324625,0,7.422971251,0,0,2,0,4,1,3,8,Typ,1,4,5,1955,5,2,5.983936281,3,3,N,4.290459441,3.610917913,0,4.976733742,0,7,2008,Warranty Deed,Normal,185000,0,2,7.422971251,209.25,3.988984047,Yes,Yes,No,No,Yes,0,0,Train
565,2-story (Newer),Low Density,91.2,9.498971993,IR1,Lvl,CulDSac,Gtl,NoRidge,Normal,1Fam,2-story,7,5,2.708050201,0,Gable,Shingle,Ply,Ply,None,0,3,2,PConc,4,3,1,6,6.591673732,1,0,5.908082938,6.999422468,GasA,4,Y,SBrkr,7.062191632,7.029972912,0,7.738488122,1,0,2,1,4,1,4,9,Typ,1,3,5,1992,5,2,6.381816017,3,3,Y,0,3.713572067,0,0,0,7,2006,Warranty Deed,Normal,268000,1,3,8.014004995,255,2.708050201,No,Yes,No,No,No,0,0,Train
566,2-story (Older),Low Density,66,8.833171133,Reg,Bnk,Corner,Gtl,SWISU,Normal,1Fam,2-story,6,4,4.564348191,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,PConc,4,3,1,1,0,1,0,6.693323668,6.693323668,GasA,2,N,FuseF,6.735780014,6.693323668,0,7.40671073,1,0,1,1,4,1,2,6,Typ,0,0,5,1920,5,1,5.379897354,3,3,Y,0,4.204692619,4.919980926,0,0,5,2010,Warranty Deed,Normal,128000,1,2,7.40671073,274.5,4.510859507,No,Yes,Yes,No,No,0,0,Train
567,2-story (Newer),Low Density,77,9.32349047,IR1,Lvl,Inside,Gtl,StoneBr,Normal,1Fam,2-story,9,5,1.386294361,0,Hip,Shingle,Synthetic,Synthetic,Stone,5.505331536,3,2,PConc,4,4,1,1,0,1,0,7.023758955,7.023758955,GasA,4,Y,SBrkr,7.03438793,7.22329568,0,7.825644732,0,0,2,1,4,1,5,11,Typ,1,4,5,2005,5,3,6.487684018,3,3,Y,4.976733742,3.688879454,0,0,0,6,2008,Warranty Deed,Normal,325000,1,2,7.825644732,227.6363636,1.386294361,Yes,Yes,No,No,No,0,0,Train
568,1-Story (Newer),Low Density,70,9.227295813,IR1,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,1-story,7,5,1.945910149,1,Gable,Shingle,Synthetic,Synthetic,Stone,5.129898715,3,2,PConc,4,3,1,6,1.098612289,1,0,7.323830566,7.325148958,GasA,4,Y,SBrkr,7.336936914,0,0,7.33628566,0,0,2,0,3,1,4,7,Typ,0,0,5,2004,5,2,6.278521424,3,3,Y,0,0,0,0,0,3,2010,Warranty Deed,Normal,214000,0,2,7.337587744,219.2857143,1.945910149,No,No,No,No,No,0,0,Train
569,1-1/2 Story,Low Density,79,9.419547258,IR1,Low,Inside,Mod,SawyerW,Normal,1Fam,1-1/2-story,8,8,3.295836866,0,Gable,Shingle,Stucco,Stucco,None,0,3,2,CBlock,4,3,4,6,7.273786318,1,0,4.025351691,7.311218384,GasA,4,Y,SBrkr,7.311218384,6.456769656,0,7.664815785,1,0,1,1,1,1,4,5,Min2,1,4,5,1983,5,2,6.418364936,4,3,Y,5.857933154,3.713572067,0,0,0,9,2009,Warranty Deed,Normal,316600,1,2,8.181160858,426.4,3.295836866,Yes,Yes,No,No,No,0,0,Train
570,Duplex,Low Density,59.6,8.858226439,IR1,Lvl,Corner,Gtl,NAmes,Normal,Duplex,Split,5,5,3.33220451,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,4,3,4,6,6.850126166,1,0,0,6.850126166,GasA,2,Y,SBrkr,6.850126166,0,0,6.849066283,1,0,1,0,2,1,3,4,Typ,2,3,5,1979,5,2,6.398594935,3,3,Y,3.761200116,0,0,0,0,12,2006,Warranty Deed,Normal,135960,0,2,7.542213463,235.75,3.33220451,Yes,No,No,No,No,0,0,Train
571,Duplex,Low Density,74,9.480443842,IR1,Lvl,Inside,Gtl,NAmes,Normal,Duplex,1-story,5,5,3.784189634,1,Gable,Shingle,Ply,Ply,Stone,4.691347882,2,2,CBlock,3,3,1,2,5.446737372,1,0,7.311886164,7.455298486,GasA,2,Y,SBrkr,7.455298486,0,0,7.454719949,0,0,2,0,6,2,3,10,Typ,0,0,5,1987,5,2,6.357842267,3,3,Y,0,0,0,0,0,11,2008,Warranty Deed,Normal,142600,0,2,7.580189418,172.8,3.091042453,No,No,No,No,No,0,0,Train
