,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,MoSold,YrSold,YrSold_Garage_Difference,hasPool,hasFence,TotalHalfBath,TotalFullBath,TotalFinSF,AbvGrndRoomSize,MSSubClass_1-Story (Newer),MSSubClass_1-Story (Older),MSSubClass_2-story (Newer),MSSubClass_2-story (Older),MSSubClass_Duplex,MSSubClass_Projects,MSSubClass_Split,MSZoning_Low Density,MSZoning_Medium-High Density,MSZoning_Other,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Near Railroad,Condition1_Near Street,Condition1_Normal,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1-story,HouseStyle_2-story,HouseStyle_Split,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Metal,RoofMatl_Shingle,RoofMatl_Wood,Exterior1st_Concrete,Exterior1st_Ply,Exterior1st_Shingle,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_Synthetic,Exterior2nd_Concrete,Exterior2nd_Other,Exterior2nd_Ply,Exterior2nd_Shingle,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_Synthetic,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,PavedDrive_P,PavedDrive_Y,SaleType_LowInterest_DownPayment,SaleType_New Home,SaleType_Other,SaleType_Regular Terms,SaleType_Warranty Deed,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,hasDeck_Yes,hasOpenPorch_Yes,hasEnlosedPorch_Yes,hasX3SsnPorch_Yes,hasScreenPorch_Yes
81,32.0,8.411832675758411,6,5,2.19722457733622,1,6.09582456243222,2,3,5,4,1,6,7.09174211509515,1,0.0,3.61091791264422,7.12125245324454,4,7.19893124068817,0.0,0.0,7.19818357710194,1,0,2,0,2,1,3,5,0,0,5,1998,5,2,6.00635315960173,3,3,0.0,5.29831736654804,0.0,0.0,0.0,3,2006,2.19722457733622,0,0,0,3,2.6595547919420497,1.4396367154203897,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
82,78.0,9.23073106162392,8,5,0.693147180559945,1,6.15060276844628,2,2,4,3,1,6,3.5263605246161602,1,0.0,7.33367639565768,7.355001921105259,4,7.355001921105259,0.0,0.0,7.35436233042148,0,0,2,0,3,1,4,6,1,4,5,2007,5,3,6.6320017773956295,3,3,4.976733742420571,4.60517018598809,0.0,0.0,0.0,10,2008,0.693147180559945,0,0,0,2,2.38699267810297,1.22572705507025,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
83,80.0,9.092907275084091,5,5,3.8712010109078903,1,4.20469261939097,2,2,3,3,1,1,0.0,1,0.0,6.97166860472579,6.97166860472579,3,6.97166860472579,0.0,0.0,6.9707300781435295,0,0,1,1,3,1,3,6,0,0,5,1974,5,2,6.1355648910817395,3,3,4.31748811353631,0.0,0.0,0.0,0.0,7,2007,3.5263605246161602,0,0,1,1,1.94171996507514,1.16178834635725,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
84,,9.05134464048573,7,5,2.7080502011022096,0,3.13549421592915,2,2,4,3,1,1,0.0,1,0.0,5.95324333428778,5.95324333428778,3,6.69084227741856,6.50876913697168,0.0,7.29573507274928,0,0,2,1,3,1,3,7,1,3,5,1995,5,2,5.99396142730657,3,3,4.7957905455967405,4.29045944114839,0.0,0.0,6.55250788703459,5,2009,2.7080502011022096,0,0,1,2,1.98728994081195,1.04224786753561,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
85,121.0,9.68402471906149,8,5,2.77258872223978,0,5.65248918026865,3,2,4,3,1,1,0.0,1,0.0,7.161622002939191,7.161622002939191,4,7.17165682276851,7.018401799069201,0.0,7.790282380703481,0,0,2,1,4,1,4,9,1,3,5,1991,5,2,6.137727054086231,3,3,4.85203026391962,4.4188406077966,0.0,0.0,0.0,4,2006,2.77258872223978,0,0,1,2,2.05287710835321,0.8655869311892759,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
86,122.0,9.385217621880901,6,5,1.6094379124341003,1,0.0,3,2,4,3,3,1,0.0,1,0.0,6.52941883826223,6.52941883826223,4,6.52941883826223,6.77650699237218,0.0,7.35244110024358,0,0,2,1,3,1,4,6,1,4,5,2005,5,2,5.99396142730657,3,3,4.61512051684126,3.66356164612965,0.0,0.0,0.0,3,2009,1.6094379124341003,0,0,1,2,1.9950323805664,1.2254068500406001,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
87,40.0,8.28172399041139,6,5,0.0,1,4.34380542185368,3,2,4,3,3,1,0.0,1,0.0,6.41836493593621,6.41836493593621,4,6.41836493593621,6.41836493593621,0.0,7.109879463072269,0,0,2,1,2,1,4,4,0,0,5,2009,5,2,6.2709884318583,3,3,0.0,5.459585514144161,0.0,0.0,0.0,6,2009,0.0,0,0,1,2,1.9614852905170501,1.7774698657680699,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
88,105.0,9.0442857876461,3,2,4.55387689160054,0,0.0,1,1,3,2,1,1,0.0,1,0.0,6.92165818415113,6.92165818415113,2,6.92165818415113,0.0,6.24222326545517,7.3304052118444005,0,0,1,0,2,1,2,6,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5.0562458053483095,0.0,0.0,10,2009,7.60589000105312,0,1,0,1,2.60805515275374,1.22173420197407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,60.0,8.99590876126399,4,5,2.6390573296152597,0,0.0,2,2,4,3,1,6,6.37842618365159,1,0.0,5.998936561946679,6.89871453432999,4,6.89871453432999,0.0,0.0,6.897704943128639,1,0,1,0,3,1,3,5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8,2007,7.60489448081162,0,0,0,2,2.58596777078848,1.37954098862573,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
90,60.0,8.881836305004152,4,5,4.043051267834549,1,0.0,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,2,6.947937068614969,0.0,0.0,6.94697599213542,0,0,1,0,2,1,3,4,0,0,5,1950,5,2,6.042632833682379,3,3,0.0,3.4011973816621603,0.0,0.0,0.0,7,2006,4.043051267834549,0,0,0,1,1.9383064558440302,1.7367439980338502,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
91,85.0,9.04782144247841,5,3,3.8286413964891,1,5.31811999384422,2,2,3,3,1,3,6.39859493453521,1,0.0,6.4551985633401205,7.11963563801764,2,7.11963563801764,0.0,0.0,7.118826249062081,0,0,1,0,2,1,3,6,0,0,5,1961,5,2,6.17586727010576,3,3,0.0,0.0,0.0,0.0,0.0,12,2006,3.8286413964891,0,1,0,1,2.60397931156328,1.18647104151035,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,80.0,9.50002044709064,5,7,4.48863636973214,0,0.0,2,3,4,3,1,5,6.57088296233958,1,0.0,5.0998664278242005,6.77650699237218,4,6.87212810133899,0.0,0.0,6.871091294610549,1,0,1,0,2,1,3,5,0,0,5,1921,5,2,6.07073772800249,3,3,0.0,0.0,3.80666248977032,0.0,0.0,8,2009,4.48863636973214,0,0,0,2,2.59838221842543,1.3742182589221101,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
93,60.0,8.881836305004152,6,6,4.5849674786705705,0,0.0,2,2,3,2,2,3,6.953684210870541,1,0.0,5.12989871492307,7.1024993557746505,4,7.139660335964919,6.93925394604151,0.0,7.7367436824535,0,1,2,0,4,2,3,9,1,4,5,1900,5,2,6.22851100359118,3,3,0.0,0.0,0.0,4.60517018598809,0.0,11,2007,4.68213122712422,0,0,1,2,2.68719611796606,0.8596381869392768,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
94,69.0,9.14174028048393,6,5,2.3978952727983702,1,0.0,2,3,4,3,1,6,6.4754327167040895,1,0.0,5.17614973257383,6.715383386334679,4,6.80903930604298,6.7821920560067905,0.0,7.4877337614364405,1,0,2,1,3,1,4,7,0,0,5,1997,5,2,6.52941883826223,3,3,0.0,5.09375020080676,0.0,0.0,0.0,5,2007,2.3978952727983702,0,0,1,3,2.63642289669501,1.06967625163378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
95,,9.186559843310778,6,8,2.83321334405622,1,4.23410650459726,4,3,4,4,1,5,5.73979291217923,1,0.0,5.9162020626074305,6.52356230614951,3,6.52356230614951,6.67329796776765,0.0,7.29301767977278,0,0,2,1,3,1,3,6,1,3,5,1993,5,2,6.042632833682379,3,3,5.4510384535657,4.15888308335967,0.0,0.0,6.17586727010576,4,2009,2.83321334405622,0,0,1,2,2.5674700694844903,1.2155029466288,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
96,78.0,9.23639790629547,7,5,2.07944154167984,1,5.21493575760899,3,2,4,3,3,5,7.05875815251866,1,0.0,6.05678401322862,7.37086016653672,4,7.37086016653672,0.0,0.0,7.370230641807081,0,0,2,0,3,1,4,6,0,0,5,1999,5,2,6.15909538849193,3,3,5.068904202220231,3.4011973816621603,0.0,0.0,0.0,8,2006,2.07944154167984,0,0,0,2,2.669239293707,1.2283717736345101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
97,73.0,9.29844282019773,4,5,3.76120011569356,1,3.89182029811063,2,2,3,3,1,3,6.25575004175337,1,0.0,6.0890448754468505,6.867974408970291,2,6.867974408970291,0.0,0.0,6.866933284461879,1,0,1,0,3,1,3,6,0,0,5,1965,5,1,6.07073772800249,3,3,4.7957905455967405,0.0,0.0,0.0,0.0,5,2007,3.76120011569356,0,0,0,2,2.5743422844193904,1.14448888074365,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
98,85.0,9.270964993792619,5,5,4.51085950651685,0,0.0,2,2,3,3,1,5,4.69134788222914,1,0.0,5.860786223465871,6.12905021006055,1,6.7286286130847,0.0,0.0,6.727431724850861,0,0,1,0,2,1,3,5,0,0,5,1920,5,1,5.90536184805457,2,3,0.0,0.0,4.35670882668959,0.0,5.99396142730657,5,2010,4.51085950651685,0,0,0,1,2.4352593339885495,1.34548634497017,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,77.0,9.13991790767964,4,5,3.95124371858143,1,0.0,2,2,3,3,1,5,6.3456363608286,1,0.0,5.945420608606581,6.85751406254539,1,7.11151211649616,0.0,0.0,7.110696122978831,1,0,1,1,3,1,3,6,0,0,0,0,0,0,0.0,0,0,5.866468056933299,0.0,0.0,0.0,5.99396142730657,1,2010,7.60638738977265,0,0,1,2,2.59944981188843,1.1851160204964701,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
100,,9.268892258925801,6,7,3.5263605246161602,0,3.36729582998647,2,2,3,3,2,5,7.09090982207998,1,0.0,6.01859321449623,7.38461038317697,3,7.38461038317697,0.0,0.0,7.38398945797851,1,0,2,0,3,1,4,6,2,3,5,1977,5,2,6.17586727010576,3,3,5.12989871492307,4.23410650459726,0.0,0.0,0.0,2,2010,3.5263605246161602,0,0,0,3,2.67241606523509,1.2306649096630802,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
101,77.0,9.12761072437719,6,5,3.25809653802148,1,5.82008293035236,3,2,4,3,1,1,0.0,1,0.0,6.60934924316738,6.60934924316738,2,6.8855096700348195,6.628041376179531,0.0,7.45703208912238,0,0,2,1,3,1,4,7,1,3,5,1985,5,2,6.167516490888339,3,3,5.26269018890489,3.85014760171006,0.0,0.0,0.0,6,2010,3.25809653802148,0,0,1,2,2.00915749177385,1.06529029844605,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
102,64.0,8.85623355614316,5,5,3.43398720448515,1,0.0,2,1,0,0,0,0,0.0,0,0.0,0.0,0.0,2,7.3369369137076195,0.0,0.0,7.3362856600213,0,0,2,0,4,2,3,8,0,0,5,1979,5,2,6.01859321449623,3,3,0.0,0.0,0.0,0.0,0.0,6,2009,3.43398720448515,0,0,0,2,1.9928326736754998,0.917035707502662,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
103,94.0,9.24975337433302,7,5,0.693147180559945,1,0.0,2,2,4,3,1,1,0.0,1,0.0,7.11232744471091,7.11232744471091,4,7.11232744471091,0.0,0.0,7.11151211649616,0,0,2,0,3,1,4,6,0,0,5,2009,5,3,6.608000625296089,3,3,0.0,3.61091791264422,0.0,0.0,0.0,5,2010,0.693147180559945,0,0,0,2,1.96171489581579,1.18525201941603,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
104,,8.95647984799991,7,4,4.34380542185368,0,6.39859493453521,2,1,3,3,1,2,5.416100402204419,1,0.0,6.7056390948599995,6.947937068614969,4,7.11232744471091,6.38519439899773,0.0,7.50549227473742,0,0,1,1,4,1,3,7,2,3,5,1951,5,1,5.48479693349065,3,3,0.0,0.0,0.0,5.220355825078321,0.0,6,2007,4.043051267834549,0,0,1,1,2.5588997629661803,1.07221318210535,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
105,75.0,9.14580185083861,8,5,1.79175946922805,0,6.645090969505639,3,2,5,3,1,1,0.0,1,0.0,6.96034772910131,6.96034772910131,4,6.96034772910131,6.84587987526405,0.0,7.59689443814454,0,0,2,1,3,1,4,9,1,4,5,2003,5,2,6.4754327167040895,3,3,4.94875989037817,3.8286413964891,0.0,0.0,0.0,8,2008,1.79175946922805,0,0,1,2,2.02773953722177,0.84409938201606,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
106,60.0,9.28730141311231,4,7,4.81218435537242,0,0.0,2,2,2,3,1,1,0.0,1,0.0,6.46458830368996,6.46458830368996,3,6.95463886488099,0.0,0.0,6.953684210870541,0,0,1,0,2,1,3,6,0,0,5,1954,5,1,5.6131281063880705,2,2,0.0,0.0,0.0,0.0,6.1114673395026795,8,2007,3.98898404656427,0,0,0,1,1.9392716214056498,1.15894736847842,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
107,50.0,8.699514748210191,5,5,4.11087386417331,0,0.0,2,2,3,3,1,5,4.6539603501575195,4,5.135798437050259,6.24804287450843,6.672032945461071,4,6.672032945461071,0.0,0.0,6.670766320845869,0,0,1,0,2,1,3,5,0,0,5,1948,5,1,5.525452939131781,3,3,0.0,0.0,0.0,0.0,0.0,4,2008,4.11087386417331,0,0,0,1,2.80096509680894,1.33415326416917,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
